model,mean,sd,se_mean,X25.,X75.,X2.5.,X97.5.,params,level,morph,tree,isolate,param,mod_names,desc
7,3.717455448,0.739015237,0.004932785,3.263359195,4.270359382,2.056309353,4.880248003,C_S[4],isolate,SNPV,NA,9,C,mod37,"nu varies by morph + tree, C by morph"
7,0.011744473,0.009846467,4.76e-5,0.005108256,0.015349922,0.001385401,0.037550169,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.010152283,0.009645678,4.44e-5,0.003548368,0.013604518,6.61e-4,0.035642225,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.017358215,0.012496907,8.64e-5,0.00905345,0.021798807,0.00348672,0.052094174,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.014209998,0.011432452,7.29e-5,0.006402688,0.018524348,0.001693791,0.044065767,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod73,"nu varies by morph + tree, C by morph"
7,3.707338776,0.741835454,0.003774184,3.256473991,4.257124999,2.048756512,4.871857484,C_S[4],isolate,SNPV,NA,9,C,mod67,"nu varies by morph + tree, C by morph"
7,3.94649611,0.71404465,0.003616533,3.534951703,4.491524881,2.259580023,4.938046017,C_S[2],isolate,SNPV,NA,7,C,mod57,"nu varies by morph + tree, C by morph"
7,0.011594865,0.00969368,5.74e-5,0.005053951,0.015103739,0.001349264,0.036994097,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.010133018,0.009557287,5.51e-5,0.003614367,0.013591117,6.99e-4,0.035169861,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.015558878,0.011408573,7.38e-5,0.00784882,0.019768977,0.002842023,0.04624809,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod37,"nu varies by morph + tree, C by morph"
7,3.839699547,0.749128757,0.004944982,3.396699122,4.407121636,2.102325996,4.92613256,C_S[1],isolate,SNPV,NA,6,C,mod37,"nu varies by morph + tree, C by morph"
7,0.004876149,0.003499434,1.76e-5,0.00236185,0.006526734,4.47e-4,0.013890135,mu_S[2],grand,SNPV,GR,NA,nu,mod57,"nu varies by morph + tree, C by morph"
7,3.712982351,0.567073628,0.003359142,3.357152052,4.122200475,2.467019761,4.676209166,muC_S,grand,SNPV,NA,NA,C,mod57,"nu varies by morph + tree, C by morph"
7,0.012280865,0.010377326,4.96e-5,0.00524966,0.016015965,0.001388489,0.040058194,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod57,"nu varies by morph + tree, C by morph"
7,3.247670962,0.628928882,0.00524688,2.83557331,3.695185859,1.928866275,4.38701484,muC_M,grand,MNPV,NA,NA,C,mod73,"nu varies by morph + tree, C by morph"
7,0.015659326,0.012338911,8.92e-5,0.0074129,0.020019847,0.002424987,0.048675883,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod73,"nu varies by morph + tree, C by morph"
7,3.83807105,0.75806165,0.003688772,3.397805088,4.412924547,2.063804658,4.923892141,C_S[1],isolate,SNPV,NA,6,C,mod67,"nu varies by morph + tree, C by morph"
7,3.943788439,0.718819897,0.003537256,3.532009402,4.492571058,2.246850051,4.94102044,C_S[2],isolate,SNPV,NA,7,C,mod67,"nu varies by morph + tree, C by morph"
7,0.025982752,0.016149355,1.31e-4,0.01474929,0.032388893,0.007117765,0.071352678,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod73,"nu varies by morph + tree, C by morph"
7,3.54838766,0.77950827,0.003983335,3.054476008,4.123837201,1.84429097,4.829342528,C_S[5],isolate,SNPV,NA,10,C,mod67,"nu varies by morph + tree, C by morph"
7,0.003747015,0.004655575,1.84e-5,8.49e-4,0.004863418,6.82e-5,0.016354908,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.002096409,0.002824848,1.06e-5,4.11e-4,0.002658477,3.47e-5,0.00985023,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.005090493,0.005882805,2.4e-5,0.001354601,0.006665368,1.2e-4,0.020974002,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.010574763,0.00552114,2.65e-5,0.006593379,0.013920494,0.001447354,0.02300986,mu_S[1],grand,SNPV,DO,NA,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.00526036,0.00508655,2.16e-5,0.002053405,0.006715573,4.87e-4,0.018850814,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.012616926,0.006102389,3.69e-5,0.008329398,0.016459217,0.001764755,0.025917463,mu_M[1],grand,MNPV,DO,NA,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.007349146,0.004084759,2.71e-5,0.004435797,0.009567241,0.001099415,0.017044015,mu_M[2],grand,MNPV,GR,NA,nu,mod73,"nu varies by morph + tree, C by morph"
7,3.250899505,0.755599765,0.004377913,2.748694068,3.77985679,1.730716077,4.671420347,C_M[4],isolate,MNPV,NA,4,C,mod75,"nu varies by morph + tree, C by morph"
7,2.916215,0.893492822,0.005466067,2.344574211,3.545664121,0.998523963,4.535518561,C_M[5],isolate,MNPV,NA,5,C,mod75,"nu varies by morph + tree, C by morph"
7,0.00765996,0.005947302,2.84e-5,0.003689149,0.009823314,0.001163204,0.023309905,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.010366505,0.007518931,4e-5,0.005416512,0.013042809,0.002128729,0.030033083,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod75,"nu varies by morph + tree, C by morph"
7,3.25685581,0.624373882,0.004111952,2.846414301,3.697043286,1.95846061,4.389309316,muC_M,grand,MNPV,NA,NA,C,mod75,"nu varies by morph + tree, C by morph"
7,0.020251362,0.013400562,1.07e-4,0.011305063,0.025066663,0.005308507,0.057555491,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod73,"nu varies by morph + tree, C by morph"
7,3.337567926,0.88627559,0.006455337,2.783180067,3.989785913,1.387103885,4.821127131,C_M[1],isolate,MNPV,NA,1,C,mod73,"nu varies by morph + tree, C by morph"
7,3.22059026,0.892389966,0.00657487,2.660782329,3.866768212,1.231548446,4.742747691,C_M[2],isolate,MNPV,NA,2,C,mod73,"nu varies by morph + tree, C by morph"
7,3.689521225,0.80996056,0.005962048,3.179604978,4.311588901,1.872909234,4.911896323,C_M[3],isolate,MNPV,NA,3,C,mod73,"nu varies by morph + tree, C by morph"
7,0.008489912,0.0071524,3.48e-5,0.003928894,0.010655757,0.001435301,0.02768582,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod67,"nu varies by morph + tree, C by morph"
7,3.345036971,0.876661541,0.005090287,2.797129161,3.986395258,1.416921359,4.805810277,C_M[1],isolate,MNPV,NA,1,C,mod75,"nu varies by morph + tree, C by morph"
7,3.228464828,0.889514166,0.005208864,2.673149551,3.870551229,1.253947624,4.754823756,C_M[2],isolate,MNPV,NA,2,C,mod75,"nu varies by morph + tree, C by morph"
7,3.692263169,0.80565774,0.004537263,3.181875172,4.317845032,1.902610586,4.912277273,C_M[3],isolate,MNPV,NA,3,C,mod75,"nu varies by morph + tree, C by morph"
7,0.010352088,0.007546116,5.02e-5,0.00542048,0.013032496,0.002136835,0.029921704,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.00490848,0.004924494,2.81e-5,0.001639204,0.006523712,3.37e-4,0.017961049,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.007262159,0.005905324,3.55e-5,0.003364075,0.009381616,0.00101798,0.022223571,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.010971076,0.007192723,5.16e-5,0.006347134,0.013484704,0.00301927,0.029521646,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.004889001,0.005008278,2.28e-5,0.001621269,0.006477832,3.26e-4,0.017879297,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.01570826,0.012213807,6.68e-5,0.007448581,0.020159325,0.002423457,0.049202159,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.017460377,0.012591996,7.01e-5,0.009055776,0.021910397,0.003400009,0.051612718,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.01425624,0.0114231,5.82e-5,0.006391265,0.018670802,0.001727036,0.044726309,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.026051435,0.016210091,1.09e-4,0.014803264,0.032330929,0.007161143,0.07128935,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.020300284,0.013403975,8.48e-5,0.011325732,0.025106391,0.005294093,0.05748256,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod75,"nu varies by morph + tree, C by morph"
7,3.241261171,0.759321123,0.00551132,2.73819691,3.770178553,1.707553116,4.665361608,C_M[4],isolate,MNPV,NA,4,C,mod73,"nu varies by morph + tree, C by morph"
7,2.908782331,0.899108667,0.006903257,2.336623337,3.541954327,0.947777724,4.532416455,C_M[5],isolate,MNPV,NA,5,C,mod73,"nu varies by morph + tree, C by morph"
7,0.007634781,0.005941183,3.52e-5,0.003695645,0.009755976,0.00117713,0.023264532,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod73,"nu varies by morph + tree, C by morph"
7,0.010077461,0.009430721,4.07e-5,0.003597118,0.013552319,6.77e-4,0.034884422,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.015522539,0.011390253,5.89e-5,0.007866096,0.019685933,0.002880002,0.046130476,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.021705062,0.01423052,8.29e-5,0.011992839,0.027101922,0.005520458,0.060815972,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.012621219,0.006096239,2.96e-5,0.008278949,0.016428498,0.001841429,0.025855197,mu_M[1],grand,MNPV,DO,NA,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.007319161,0.004125502,2.26e-5,0.004385652,0.00958139,9.12e-4,0.017154696,mu_M[2],grand,MNPV,GR,NA,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.007314229,0.005840368,2.79e-5,0.003409983,0.00946931,0.001024163,0.022538355,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.010898351,0.007054004,3.89e-5,0.006320849,0.013339506,0.003050635,0.029163379,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod75,"nu varies by morph + tree, C by morph"
7,0.00513682,0.006047334,3.36e-5,0.001359791,0.006714157,1.15e-4,0.021144687,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.008564866,0.007292067,4.57e-5,0.003923796,0.010770798,0.001401901,0.027807353,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.005294089,0.005221202,3.01e-5,0.002038141,0.006768424,4.67e-4,0.018936625,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.014312921,0.01140898,5.61e-5,0.006430192,0.018756435,0.001691791,0.044443057,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.026104593,0.016162682,1.05e-4,0.014877369,0.032554366,0.007164315,0.071600892,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.020338925,0.0133534,8.11e-5,0.01134218,0.025181789,0.005337888,0.057373419,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod76,"nu varies by morph + tree, C by morph"
7,3.353198445,0.87963395,0.004966437,2.802299446,3.995730778,1.402204796,4.816085286,C_M[1],isolate,MNPV,NA,1,C,mod76,"nu varies by morph + tree, C by morph"
7,3.235786956,0.890356403,0.005136576,2.680320215,3.87308175,1.258152067,4.754440126,C_M[2],isolate,MNPV,NA,2,C,mod76,"nu varies by morph + tree, C by morph"
7,3.698370487,0.800209811,0.004345375,3.194191645,4.3176075,1.909050338,4.912738791,C_M[3],isolate,MNPV,NA,3,C,mod76,"nu varies by morph + tree, C by morph"
7,3.250741278,0.755692117,0.004351881,2.746737649,3.784672878,1.716146708,4.666061777,C_M[4],isolate,MNPV,NA,4,C,mod76,"nu varies by morph + tree, C by morph"
7,2.923648812,0.893506275,0.005209203,2.353927455,3.551304181,1.003388078,4.54230281,C_M[5],isolate,MNPV,NA,5,C,mod76,"nu varies by morph + tree, C by morph"
7,0.012717809,0.006089621,2.91e-5,0.008432658,0.016522537,0.001885704,0.025900377,mu_M[1],grand,MNPV,DO,NA,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.007403482,0.004114128,2.22e-5,0.004470008,0.009682012,0.001074756,0.017162233,mu_M[2],grand,MNPV,GR,NA,nu,mod76,"nu varies by morph + tree, C by morph"
7,3.260481969,0.625809227,0.004042254,2.850036877,3.703416049,1.953867355,4.391063405,muC_M,grand,MNPV,NA,NA,C,mod76,"nu varies by morph + tree, C by morph"
7,0.015854162,0.012468906,6.85e-5,0.007501641,0.020223771,0.002413543,0.050185085,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.017539735,0.012509114,7.07e-5,0.009167324,0.022051831,0.003491696,0.051858516,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod76,"nu varies by morph + tree, C by morph"
7,3.940315093,0.723658782,0.003661928,3.522961709,4.496137418,2.251955704,4.939589412,C_S[3],isolate,SNPV,NA,8,C,mod57,"nu varies by morph + tree, C by morph"
7,3.714030082,0.742756634,0.003993738,3.263058107,4.265544084,2.056697776,4.884976249,C_S[4],isolate,SNPV,NA,9,C,mod57,"nu varies by morph + tree, C by morph"
7,3.551338066,0.778898463,0.004055266,3.054403904,4.127203303,1.845169419,4.83135895,C_S[5],isolate,SNPV,NA,10,C,mod57,"nu varies by morph + tree, C by morph"
7,0.003781074,0.004751789,1.99e-5,8.58e-4,0.004932758,6.76e-5,0.016439417,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.002101305,0.002835185,1.11e-5,4.13e-4,0.002673897,3.31e-5,0.009820481,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.005107455,0.005925113,2.58e-5,0.001377477,0.006659716,1.24e-4,0.020902976,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.008542452,0.007329627,3.92e-5,0.003922587,0.010725155,0.001427077,0.027707742,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.005291167,0.005251516,2.58e-5,0.002042732,0.006767643,4.68e-4,0.019030723,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod57,"nu varies by morph + tree, C by morph"
7,0.007660678,0.006019765,2.85e-5,0.0036836,0.009831238,0.001167562,0.02314553,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.010476301,0.007657478,4.11e-5,0.005467933,0.013166569,0.002122754,0.030377066,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.004892918,0.004952473,2.14e-5,0.001615426,0.006500549,3.39e-4,0.018018545,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.007331142,0.005997592,2.98e-5,0.003420951,0.009373612,0.001016381,0.022521528,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.01098159,0.00711669,3.88e-5,0.006367318,0.013501951,0.003023785,0.029176083,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod76,"nu varies by morph + tree, C by morph"
7,0.010502108,0.005515534,2.61e-5,0.006525335,0.013817988,0.001386372,0.022960003,mu_S[1],grand,SNPV,DO,NA,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.004868227,0.003505886,1.66e-5,0.002358336,0.006503919,4.24e-4,0.013897623,mu_S[2],grand,SNPV,GR,NA,nu,mod67,"nu varies by morph + tree, C by morph"
7,3.706313261,0.568081993,0.003207461,3.353866568,4.117761259,2.458608162,4.659643171,muC_S,grand,SNPV,NA,NA,C,mod67,"nu varies by morph + tree, C by morph"
7,0.012200779,0.010289274,4.77e-5,0.0052294,0.015930904,0.001353207,0.039453693,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.011646362,0.009754218,4.49e-5,0.005064926,0.015210384,0.001364464,0.037254824,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod67,"nu varies by morph + tree, C by morph"
7,0.010575885,0.005539546,2.66e-5,0.00655132,0.013936282,0.001493751,0.023009746,mu_S[1],grand,SNPV,DO,NA,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.004893523,0.003557672,1.78e-5,0.002346918,0.0065703,4.05e-4,0.014011196,mu_S[2],grand,SNPV,GR,NA,nu,mod77,"nu varies by morph + tree, C by morph"
7,3.720129217,0.561773629,0.003529716,3.369490388,4.124177598,2.492436162,4.67456189,muC_S,grand,SNPV,NA,NA,C,mod77,"nu varies by morph + tree, C by morph"
7,0.012314457,0.010480638,5.2e-5,0.005280821,0.016037246,0.00137497,0.040109265,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.011750684,0.009829617,4.8e-5,0.005101146,0.015356999,0.001373785,0.037597028,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.010148051,0.009662677,4.55e-5,0.003543588,0.013622905,6.5e-4,0.03534976,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.015685063,0.01164005,6.5e-5,0.007848402,0.019978995,0.002916258,0.046513101,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.021961536,0.014522083,9.12e-5,0.012074743,0.02736716,0.005468068,0.062393017,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod77,"nu varies by morph + tree, C by morph"
7,3.846147003,0.75069595,0.004002952,3.408444532,4.41755906,2.089669563,4.923964607,C_S[1],isolate,SNPV,NA,6,C,mod77,"nu varies by morph + tree, C by morph"
7,3.954829645,0.715702983,0.003709018,3.541752969,4.501667825,2.283261272,4.943470647,C_S[2],isolate,SNPV,NA,7,C,mod77,"nu varies by morph + tree, C by morph"
7,3.951037271,0.716891884,0.00371613,3.537966256,4.498243185,2.266566063,4.940937204,C_S[3],isolate,SNPV,NA,8,C,mod77,"nu varies by morph + tree, C by morph"
7,3.721637868,0.741219659,0.004059018,3.268467762,4.272348956,2.06287925,4.885425217,C_S[4],isolate,SNPV,NA,9,C,mod77,"nu varies by morph + tree, C by morph"
7,3.559311576,0.779655087,0.004302592,3.06405524,4.137773322,1.861907042,4.833943061,C_S[5],isolate,SNPV,NA,10,C,mod77,"nu varies by morph + tree, C by morph"
7,0.003793878,0.004750533,2e-5,8.68e-4,0.004931501,6.68e-5,0.016477640000000002,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.002112083,0.002847782,1.15e-5,4.19e-4,0.002690085,3.29e-5,0.009807472,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.005115757,0.005864169,2.62e-5,0.001382743,0.006715088,1.15e-4,0.020671366,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.008519668,0.00721207,3.76e-5,0.003903445,0.010735693,0.001401766,0.027321143,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.005271584,0.005096646,2.38e-5,0.002016781,0.006778168,4.6e-4,0.018869148,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.012606715,0.006038418,3.04e-5,0.00837078,0.016381508,0.001880255,0.025711137,mu_M[1],grand,MNPV,DO,NA,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.007358995,0.004086489,2.26e-5,0.004468619,0.009584456,0.001064422,0.017164193,mu_M[2],grand,MNPV,GR,NA,nu,mod77,"nu varies by morph + tree, C by morph"
7,3.251128444,0.627230271,0.004364348,2.836804467,3.691942498,1.95137185,4.395608006,muC_M,grand,MNPV,NA,NA,C,mod77,"nu varies by morph + tree, C by morph"
7,0.015608612,0.01211369,6.68e-5,0.007424781,0.020001465,0.002428688,0.048622633,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.017384216,0.012403117,7.23e-5,0.009082797,0.021870466,0.003498603,0.051212903,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.014154858,0.011377881,5.89e-5,0.006325385,0.018508884,0.001705938,0.044274859,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.026007739,0.016189716,1.09e-4,0.014753626,0.032422991,0.007148125,0.071358276,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.020293965,0.013491811,8.87e-5,0.011285949,0.025119896,0.005265275,0.057826207,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod77,"nu varies by morph + tree, C by morph"
7,3.340050529,0.876124835,0.005147094,2.79061267,3.981472912,1.403335192,4.806671673,C_M[1],isolate,MNPV,NA,1,C,mod77,"nu varies by morph + tree, C by morph"
7,3.225448051,0.890589419,0.005444234,2.667148332,3.867955747,1.244645629,4.752098475,C_M[2],isolate,MNPV,NA,2,C,mod77,"nu varies by morph + tree, C by morph"
7,3.688332631,0.806343587,0.00465723,3.182409518,4.309306224,1.890313991,4.908192307,C_M[3],isolate,MNPV,NA,3,C,mod77,"nu varies by morph + tree, C by morph"
7,3.243111127,0.761021279,0.004647713,2.731067154,3.778817361,1.712835399,4.676802614,C_M[4],isolate,MNPV,NA,4,C,mod77,"nu varies by morph + tree, C by morph"
7,2.915011145,0.891808658,0.005597374,2.348132846,3.544654207,0.991820707,4.520818657,C_M[5],isolate,MNPV,NA,5,C,mod77,"nu varies by morph + tree, C by morph"
7,0.007626013,0.005962516,2.91e-5,0.003695515,0.009739306,0.001174003,0.023052396,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.010395266,0.00762247,4.23e-5,0.005424026,0.013057116,0.002106149,0.0301812,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.004890895,0.004959116,2.28e-5,0.001619035,0.006497487,3.39e-4,0.017865928,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.007265448,0.005854837,2.87e-5,0.00340381,0.009367632,0.001034483,0.022304499,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod77,"nu varies by morph + tree, C by morph"
7,0.010970686,0.007229627,4.2e-5,0.006354949,0.013461089,0.003017136,0.029390252,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod77,"nu varies by morph + tree, C by morph"
