Year,S,Z1,Z2,FracI1,FracI2,nu1,nu2,fecundity,rep,pdoug,sigma,phi
155,0.08616245020716073,33.1939329565919,1.554523807772357,0.15457139873238335,0.01292106701432592,7.6708096963607e-4,0.05092804743885465,0.256176031454107,9,30,0.5,70
156,0.01840623381654794,6.76523498248948,1.2130140857214164,0.01595320445997706,0.0613867494482669,5.207657450126e-4,0.0974862032341634,0.2710820110075015,9,30,0.5,70
157,0.00465976322187431,1.360632018559375,0.34986900594408593,0.00412257904484501,0.06123352635908429,6.5174546291792e-4,0.1560285684354416,0.30649618928289357,9,30,0.5,70
158,0.00494633003547782,0.27308722804770325,0.08662890985967239,0.00170985906739198,0.04287771330824206,0.00163620204168038,0.38804895291899694,0.4418450188017177,9,30,0.5,70
159,0.00763329300701104,0.05566053778406304,0.0346063300811197,0.0014684746155942,0.03547952049761696,0.0090880321571293,1.466829410901488,1.0132220351068617,9,30,0.5,70
160,0.05079112339518831,0.01348454742577636,0.05814475405717508,0.00253170687711762,0.05002532431034701,0.08929900053989037,5.75426735558283,3.279985077833486,9,30,0.5,70
161,1.674484500952142,0.04650776496506683,0.6437414933868286,0.0062108991688184,0.08855183028972781,0.8885450095021359,8.723448112373923,12.494292022291477,9,30,0.5,70
162,3.554462883439252,25.797446597738517,27.040922251610276,0.10163623953897798,0.1925785913309705,1.0608244532836373,0.973303685285641,4.640696762942852,9,30,0.5,70
163,1.2440561347623362,88.85746441613108,63.78344955683183,0.2949122961346031,0.2733607650291721,0.0058415912890548,0.00921153218137044,0.2535901240385471,9,30,0.5,70
164,0.11672375633593232,38.029068881467886,25.465576937472076,0.15646369985510278,0.12490540675644904,9.2742665148578e-4,0.00163985938466162,0.20836092698964617,9,30,0.5,70
165,0.02202225555976927,7.913578039325195,5.330773036312117,0.02413427723010889,0.02664101975241604,6.3533044598522e-4,0.00100081150800402,0.21164985910805045,9,30,0.5,70
166,0.00751458775093671,1.601354833299064,1.074738077930327,0.00721537280452715,0.00520974867318567,0.0013159378124824,8.2702328503215e-4,0.2323807301812959,9,30,0.5,70
167,0.00463953137185837,0.3260671276921299,0.21562483197749988,0.00560697011488301,0.00110735267683506,0.00880180860129297,8.008854756112e-4,0.3727988976269549,9,30,0.5,70
168,0.03482159326005429,0.07428457502165223,0.04327028720034635,0.01461150835926648,3.0859957556424e-4,0.0876748852700252,0.00108217896605948,1.5194227964588052,9,30,0.5,70
169,1.132081609998333,0.18569575398914084,0.00911972243567405,0.04165393626548275,1.5284040012822e-4,0.6356993109230535,0.00265164864263091,7.686247346248047,9,30,0.5,70
170,5.506606519647798,22.93266512554582,0.00706026858733222,0.15335748437335567,6.1011657631410295e-5,0.5074209457302861,0.00509093628087078,3.907083851093493,9,30,0.5,70
171,1.3884482108866556,150.7014501799087,0.03846412207608533,0.3316183219784864,4.016265167582336e-5,0.00677519582195287,0.00568611291744489,0.2620687087413989,9,30,0.5,70
172,0.6110281428902419,56.791502369662474,0.10087634482361926,0.2003353100622722,4.3474443277054e-4,6.205117470405e-4,0.01009041703283196,0.22308465958708928,9,30,0.5,70
173,0.297819425034693,12.812544356049786,0.43019597465666815,0.02280324041799414,0.00381457887872739,3.712965441874e-4,0.03472528883753199,0.25626223208873494,9,30,0.5,70
174,0.28833142269283435,2.7440563473228634,1.8794744972867252,0.00523450559381098,0.03275566071252782,3.9277347405943e-4,0.11691098814246915,0.30127226663162604,9,30,0.5,70
175,0.05727915496980355,0.6015148815605121,4.199059248956101,0.00153491730271323,0.11148522009954154,6.6211918079682e-4,0.18139379631772423,0.30271117724400093,9,30,0.5,70
176,0.05412909993409735,0.12613227743066435,1.6115889264870908,7.7571037480374e-4,0.19367187158271415,0.00252846459208272,0.0824239848545978,0.3089616973718617,9,30,0.5,70
177,0.13163606516889045,0.0359003511427982,0.5623800061786574,0.00124337569733988,0.07843040379668373,0.02695319103417037,0.07605436914413313,0.7367455254173834,9,30,0.5,70
178,3.3297438399193746,0.22863769997072447,0.32824419506904634,0.00826289872226551,0.02099517999323241,0.3431572251597673,0.04553578293100468,4.74292494618921,9,30,0.5,70
179,5.432574220015063,69.99449975904123,7.081986582299052,0.15683006716146783,0.01032065717789173,0.2918903327533519,0.03022269193441118,1.8636420313504984,9,30,0.5,70
180,1.1839880816543449,155.07767208477438,34.725206043542606,0.33990476824015603,0.05112358965875897,0.00226161667285282,0.01664906218090597,0.2391063856554272,9,30,0.5,70
181,0.08668676337992234,46.35593459476665,22.487966754203185,0.12215316395473252,0.14468608470282238,4.7038133907007e-4,0.00517289989247676,0.20903406764373603,9,30,0.5,70
182,0.0068280616807774,9.403658870785936,4.8760994218725795,0.01621336973224322,0.05968320682578549,3.1897002291066e-4,0.00287490951676944,0.20849084384884856,9,30,0.5,70
183,0.00168294275315453,1.8835085445271216,0.981057142782743,0.00401069489559131,0.01242614910985414,4.1413371092248e-4,0.00241905687335827,0.21459023442456585,9,30,0.5,70
184,8.0402107959227e-4,0.3770395063580444,0.19654291213091488,0.00172179689328731,0.00273969851315269,0.00164048412668579,0.00233600830383864,0.24663588356770244,9,30,0.5,70
185,0.0025411852642886,0.07565680542016034,0.03935109963587141,0.00216268630377983,6.3906106602395e-4,0.01688216855145456,0.00251815453885759,0.5260698087619042,9,30,0.5,70
186,0.03890133975522655,0.01800273078083256,0.0079258154584303,0.00918431557606125,2.0566412623838e-4,0.234498609337141,0.00399022671453852,3.6453443988201055,9,30,0.5,70
187,5.981325046461823,0.18824159459984197,0.00195186797575877,0.03320666721488524,1.0284682766467e-4,1.961845636170824,0.01063706161150232,22.844238439591876,9,30,0.5,70
188,3.2240980563355675,171.81155724250277,0.03705531505697075,0.28483373783139243,4.5154303264439394e-5,0.13267334465848063,0.01812958010579421,0.9822525766998854,9,30,0.5,70
189,1.214111979941321,119.99954913476402,0.5451056213829487,0.3444810176984602,7.4964251067652e-4,8.3498060709267e-4,0.02699091017589762,0.24830136890101065,9,30,0.5,70
190,0.6152087218974316,32.51024990413066,5.747762480350927,0.06305730425968262,0.02489392350753666,4.4153246256637e-4,0.07548067315425612,0.27200811608295866,9,30,0.5,70
191,0.17818672010017386,7.187964430708879,10.671000308987535,0.00997703865107752,0.15877890951383947,3.0921792002678e-4,0.06681254137229554,0.2479496441242671,9,30,0.5,70
192,0.03762196497629493,1.4896600412461234,4.731200070900445,0.00235925898893966,0.1988628760530795,2.9275147132903e-4,0.01966916886458867,0.22445570289980513,9,30,0.5,70
193,0.01139680318087618,0.3032343340779442,1.107537207080678,9.4059571186266e-4,0.06779827927045626,6.6066821586124e-4,0.01454647585911515,0.23518394166083573,9,30,0.5,70
194,0.01627518473768373,0.06238030249139161,0.23486101508428608,8.1275521215337e-4,0.01745393830421677,0.00495769082611514,0.01609690818793137,0.3268176473770385,9,30,0.5,70
195,0.05454915658936914,0.01997383072375046,0.05318010212816114,0.00222768594543713,0.00434924564470517,0.06917745480419148,0.01762811651576966,1.3251051376393466,9,30,0.5,70
196,2.45550341325021,0.20636709915547077,0.02008513638245169,0.01378356594185703,0.0012625822018532,0.8577438081798315,0.02118104565202984,10.198493562968316,9,30,0.5,70
197,3.6990984782964538,56.21218167658075,0.44470429045582255,0.18150821463847905,8.0387894607641e-4,0.34973495510500957,0.0398043678413043,2.2723265523650173,9,30,0.5,70
198,1.2343389126521072,110.0834837122306,9.354131189288324,0.34203620384467737,0.01398714247722907,0.00284336506760866,0.08978626464504533,0.30188969474033145,9,30,0.5,70
199,0.13819356233634236,35.05696292313034,24.63430782136794,0.09978641921676908,0.19623414135654077,6.7058605970884e-4,0.040102626959089,0.23232818733121532,9,30,0.5,70
200,0.01928011405913715,7.220049736781263,6.686110727034296,0.0144717246940778,0.2033554636634642,4.026283611432e-4,0.00805393216399441,0.21463074243276217,9,30,0.5,70
201,0.00438899858954203,1.4530160829827417,1.3827179091438802,0.00402585994313022,0.03955244413133733,5.5014276778526e-4,0.00600697848704869,0.22193572859040336,9,30,0.5,70
1,0.963891876871199,0.27226119982928837,0.8988541323720928,0,0,0.10000000000000002,0.10000000000000002,0,9,30,0.5,80
2,2.2009940015725933,2.868876657711301,8.470790067044843,0.03649319183803353,0.10750190176108536,0.1895322472612776,0.10121981660231076,3.0553744500303717,9,30,0.5,80
3,2.6043517986635867,42.2455780070752,35.08891416833397,0.20889714555883548,0.23506011470025745,0.02822671701625066,0.01071165150327792,0.6048432386921757,9,30,0.5,80
4,0.5489549020724226,70.46907983129813,41.4438193877136,0.23504544987347928,0.13894381168125994,0.00198127602234855,0.00277863519025753,0.21628574454556307,9,30,0.5,80
5,0.08956867286037645,18.74617760861472,11.318149494436938,0.06510296667214663,0.05451364870273678,7.1627161081565e-4,0.00128450526984694,0.2085190045722361,9,30,0.5,80
6,0.02363539666771675,3.919624791319291,2.3639338057791677,0.01422007158178981,0.01213115458128344,6.7820749333496e-4,9.6477124965739e-4,0.21423835842248745,9,30,0.5,80
7,0.00559114516881114,0.8057743474187014,0.4787302287736537,0.00575416105961238,0.00260594876434913,0.00180423499867522,8.6124996685568e-4,0.24422757879757653,9,30,0.5,80
8,0.00807108987439159,0.1672070360839414,0.09613642472147003,0.00581021497929054,6.0010698778222e-4,0.01394731097771839,8.9129317459581e-4,0.4603814043928778,9,30,0.5,80
9,0.06762319977152705,0.05147807151124878,0.01944577247396011,0.01345044823600727,1.843908225445e-4,0.13904306692856494,0.00132502757427995,2.2813748345016247,9,30,0.5,80
10,1.1424447073902435,0.412173626373664,0.00459925300856241,0.03666895164424997,7.991612856928236e-5,0.7877042987087512,0.00294548820049756,9.168601536045207,9,30,0.5,80
11,3.493146255873751,26.972556573025297,0.00486437458734632,0.18778451800887605,2.91017350581955e-5,0.2316323677994309,0.00508994033501024,0.8494485958903764,9,30,0.5,80
12,0.6021104005184459,100.06098452058836,0.02481711290392202,0.2553736886389062,3.2059455629843824e-5,0.0043474224431711,0.00702555229717584,0.23244339163167968,9,30,0.5,80
13,0.2371952445372813,27.902744243077787,0.05886146851282189,0.11032787943962866,3.577798062913e-4,7.9375741854262e-4,0.01510719862384312,0.23171424462809753,9,30,0.5,80
14,0.10943390969224664,6.085948212781247,0.20367974079418752,0.01708338682708464,0.00327111295735165,5.7018958786567e-4,0.06886170835990506,0.2948063060010778,9,30,0.5,80
15,0.06586446679605362,1.2906108226176731,0.9041969981916356,0.00446740167350004,0.0341016192479376,7.4019189828971e-4,0.3902166668320925,0.4250213862577944,9,30,0.5,80
16,0.01946575262925342,0.27316164900142287,1.3142301533641432,0.00154557144793513,0.13282211486766263,0.00160980368292017,0.689506588294333,0.44843137639657726,9,30,0.5,80
17,0.03108845129462269,0.05796148107373627,0.5547569230106734,0.00100978019746616,0.2004928362864614,0.00756368804629882,0.4595530488351033,0.5079000478980008,9,30,0.5,80
18,0.23131828959783857,0.02308388091566864,0.3066194887218861,0.00197440326479348,0.10642071726982703,0.0833767798047544,0.4884596306962775,1.7425615079572538,9,30,0.5,80
19,14.209976956413602,0.7652112160270903,0.8000249184434668,0.01471366215783138,0.03431584471955477,0.7667096067210168,0.20862004201330803,9.24601735855362,9,30,0.5,80
20,4.693244059278676,420.35601394358525,114.2711390692367,0.27792433612291434,0.04267944581199118,0.04233089171523123,0.05891370560841359,0.31345006044214213,9,30,0.5,80
21,0.4827057897608965,193.4115238745982,116.43080778538976,0.25312677702172165,0.2519458414357627,2.2325621930677e-4,0.00231049503477281,0.20386321322379616,9,30,0.5,80
22,0.04768353483459966,39.725767946496624,26.54891694307914,0.02322588303492637,0.10442362262044498,1.0734208619743e-4,7.6444233246583e-4,0.20211233319627703,9,30,0.5,80
23,0.00662124343917221,7.964840871751653,5.36734950465422,0.00433358717619018,0.01753573256029709,8.632781237542923e-5,5.5178983141279e-4,0.2023050825077084,9,30,0.5,80
24,0.00115086353857612,1.5936005627672047,1.075119213860027,9.5583230173042e-4,0.00339347293270355,8.459581430956615e-5,4.7470665806135e-4,0.2030938865359468,9,30,0.5,80
25,2.906466411206e-4,0.318749295522842,0.215084540637086,2.3788396192927e-4,6.8598745021584e-4,1.0368872567121e-4,4.381564337732e-4,0.20494378056388832,9,30,0.5,80
26,5.570175483953403e-5,0.06375236185784534,0.04302018461217859,7.393429487909795e-5,1.4113431931506e-4,2.0486286371362e-4,4.2528343679962e-4,0.210304627500518,9,30,0.5,80
27,1.858082877674927e-5,0.01275074653316624,0.00860417635111996,3.759187703160158e-5,2.9832708551337037e-5,0.00102186321011344,4.4398449899325e-4,0.2344519505166523,9,30,0.5,80
28,1.101400292693747e-5,0.0025502843487525,0.00172084760072432,4.7566527325995144e-5,6.916105151907852e-6,0.0116745648747949,5.3986065011755e-4,0.4390614192650937,9,30,0.5,80
29,6.886404297337839e-5,5.1033906559488e-4,3.4417265141878e-4,1.7947923833105e-4,2.3864767201041124e-6,0.18165731928385823,9.7159657298756e-4,3.20176048905428,9,30,0.5,80
30,0.01961736757149593,1.0750039897485e-4,6.884344467880949e-5,7.4855179544476e-4,1.2562305100433273e-6,2.911349069365733,0.00259631359154021,43.113080817680725,9,30,0.5,80
31,24.537567040828947,0.05260143853648885,1.4848953388961164e-5,0.00902849415778057,5.652057779636723e-7,26.778861072656237,0.00605569942696192,325.52725653406594,9,30,0.5,80
32,3.581083284456376,1100.258936721867,4.3605111825611e-4,0.487885744812251,1.8195826780224649e-7,0.01493689561618281,0.00670542589653696,0.24683436382857088,9,30,0.5,80
33,1.0515726043884377,318.0280423539692,0.0027587179666206,0.2977255347363124,3.291772202624972e-6,9.035281696490064e-5,0.0085128805687938,0.2168970328671724,9,30,0.5,80
34,0.4120062121190559,65.41290080569642,0.02157341134256066,0.01848504130343502,8.18981332921639e-5,5.3220980669218854e-5,0.0301325681595714,0.24687835467496233,9,30,0.5,80
35,0.49240711206809445,13.245613076912909,0.4236446909628888,0.00356716084313053,0.00396668777078813,4.8997214495207774e-5,0.23801601563420033,0.4285607663452797,9,30,0.5,80
36,0.11534825920006596,2.692480390880643,9.166647780786269,7.3910297239882e-4,0.11363129997235312,5.894370532348584e-5,1.3547268756107946,0.559964957615849,9,30,0.5,80
37,0.01587923847652148,0.5399436825550402,5.5348319462369115,1.127584773912e-4,0.4296149429880395,3.8407321592836406e-5,0.05328098361597382,0.2356251152135427,9,30,0.5,80
38,0.00170291907315832,0.10804533616154138,1.259311187800831,3.191818574181847e-5,0.14598107839497762,3.9847069085868685e-5,0.02358937274309849,0.2233214983103144,9,30,0.5,80
39,3.6451998491346e-4,0.02161072895829479,0.25584040994168605,8.616362568595068e-6,0.03230691771505789,5.5667007344624685e-5,0.02836053762616356,0.2309714118098561,9,30,0.5,80
40,4.0689515926135435e-5,0.0043222639084779,0.05147737088719813,2.742429057771602e-6,0.01028772287429065,1.0374122945619e-4,0.0534334383531011,0.25928106513266397,9,30,0.5,80
41,1.799624831325467e-5,8.6445910303645e-4,0.01031725055387182,1.1890245257585592e-6,0.00507362957235109,2.6873407318142e-4,0.1976493404212609,0.3928551587351818,9,30,0.5,80
42,7.000984445388064e-5,1.7289382214021e-4,0.00207819148277466,8.153970643067739e-7,0.00593173478229403,9.8467485660418e-4,1.8723438258359992,1.4545111761176528,9,30,0.5,80
43,0.00229377626269929,3.458349799008479e-5,5.3313472806655e-4,6.438067506411727e-7,0.01453485883343679,0.00412528023639992,28.62027297891442,12.09990905694587,9,30,0.5,80
44,0.7607214509758456,6.9835494235466585e-6,0.01387039696503594,3.1958411011372914e-7,0.03888786589834456,0.01017010804191457,236.23900805239072,71.02241330020522,9,30,0.5,80
45,0.819623678106947,6.350919916073262e-6,34.331787787113946,8.612054466626638e-8,0.5861673981573309,0.01703408791522757,3.673198107929219,1.2291504198247178,9,30,0.5,80
46,1.517727866784019,9.629702107163268e-5,37.36021181894616,3.0806695070240253e-7,0.5717712642238315,0.09071874496486768,0.006131996531609,1.6986189244658525,9,30,0.5,80
47,31.987866338424087,16.99977215545617,19.81106750025073,0.0123285207696679,0.05036767982999805,1.0454227701104817,9.2295508951998e-4,9.550409544928442,9,30,0.5,80
48,10.080354320384496,1165.8250099130742,48.457479316009845,0.3822465000215557,0.00846791036883511,0.00605980612203028,4.2716111122142e-4,0.2212933410603162,9,30,0.5,80
49,1.6528716246798918,485.8473494010743,37.950474185509286,0.2589896908188125,0.01293878223156498,8.343826976809974e-5,2.6727639940833e-4,0.2011948370742692,9,30,0.5,80
50,0.21312452616922473,100.6711352880072,10.189389866281248,0.02501193954062096,0.00894943485144028,4.605664560293664e-5,2.1246157399116e-4,0.2010658952158873,9,30,0.5,80
51,0.03300066776327733,20.218291744936035,2.106195366990927,0.00466869410245492,0.00236321820024085,3.835090273620484e-5,1.8904389273611e-4,0.20122624882086512,9,30,0.5,80
52,0.01092566892046707,4.046450450634175,0.4232165771455332,9.8948507255581e-4,5.2277752833164e-4,3.7232463200146186e-5,1.7850663006055e-4,0.20156763462791585,9,30,0.5,80
53,0.00109758105318017,0.8095023705316955,0.08476971454241602,2.2405752923914e-4,1.1219169406177e-4,4.24480003961318e-5,1.7482174885706e-4,0.20223772106223675,9,30,0.5,80
54,2.4481018020018e-4,0.16190606777439784,0.01695646721756005,5.744801130821665e-5,2.388852753440772e-5,6.942354892088064e-5,1.7664240769166e-4,0.20390921279310004,9,30,0.5,80
55,5.283336730008784e-5,0.03238170714786761,0.00339140903587324,2.111992584963276e-5,5.115394333588746e-6,2.6822836729076e-4,1.8685764667477e-4,0.21048782147600223,9,30,0.5,80
56,2.9787391185103656e-5,0.00647647885470345,6.7828742781076e-4,2.0427161372857083e-5,1.1465598613826983e-6,0.00272429400522372,2.195342053526e-4,0.261569687325441,9,30,0.5,80
57,7.658473988446535e-5,0.00129588533590092,1.3565879890204e-4,1.0261502445374e-4,3.595403551275491e-7,0.04853818038575387,3.8606073325792e-4,1.038118198887678,9,30,0.5,80
58,0.02465726175921126,2.6913323321913e-4,2.713419634357467e-5,0.00140023845215915,3.602447738724497e-7,1.7468152160109824,0.00187477115319393,23.326462279147943,9,30,0.5,80
59,16.708212047340805,0.31557967780425056,5.79112843295672e-6,0.01232201291850484,1.8441981315763658e-7,25.41025512598596,0.00494225933367588,318.73714243531987,9,30,0.5,80
60,3.946298173250346,727.4857664775992,8.782778390512988e-5,0.461510781084538,4.4758449311105974e-8,0.02446523049635525,0.00511579739380735,0.2925526821572944,9,30,0.5,80
61,1.0790381032740697,256.4750370787408,6.823157998238e-4,0.3071878669061879,4.923408812812612e-7,1.4281290556647e-4,0.00572062978853156,0.21309834558241564,9,30,0.5,80
62,0.39966482410593845,53.75766692872669,0.00561073358602214,0.02316309155410886,1.2914801377520302e-5,8.141977672331039e-5,0.0154080021135161,0.229222183019758,9,30,0.5,80
63,0.18890198861661037,10.9585493118836,0.0887404014227798,0.00467147278004403,5.309428807513e-4,7.545140569352624e-5,0.10351458821806556,0.32381571346234306,9,30,0.5,80
64,0.43719038657960335,2.222598832783831,1.172562956841014,0.00123585453798086,0.02031590925576563,1.1247241717412e-4,1.182975620716404,0.8716597940443289,9,30,0.5,80
65,0.2367584722621461,0.46300484901420935,12.149269571841655,3.3617729243864e-4,0.29905010240548663,1.7334573905243e-4,1.0129514384543905,0.49566638081981784,9,30,0.5,80
66,0.04356931930672544,0.09478223870937164,10.180083417631426,6.991666231411532e-5,0.4426821992231027,1.6579281536876e-4,0.02363672950634212,0.2264763125006002,9,30,0.5,80
67,0.01453784034529935,0.01921330643858037,2.3889601080734058,3.874681486621689e-5,0.1217908739579472,5.0524592286253e-4,0.00970437345484271,0.22915695186008023,9,30,0.5,80
68,0.00775953746081413,0.00393440394304803,0.5022747433343254,3.762180668639515e-5,0.02268488912718683,0.00439742487222853,0.00879650767689671,0.3092623569336193,9,30,0.5,80
69,0.03904794772470485,9.2884759089344e-4,0.10430121563868422,1.1148531963406e-4,0.00493556483655068,0.06621892260246469,0.0087029135140114,1.3001243084524177,9,30,0.5,80
70,3.0978880061760954,0.00542849791852902,0.02857582986986525,6.6647297502716e-4,0.00139794524202949,1.1823993636729506,0.01128874372121442,16.698437423389386,9,30,0.5,80
71,2.803764346440027,90.65664632534252,0.5218332149908141,0.21441247209339911,7.9308277184879e-4,0.4054158132529538,0.01873587658530681,2.825408100013646,9,30,0.5,80
72,1.1193806597418163,109.616390851454,4.159370146635725,0.3799371377362836,0.00760351805253089,0.00179142284466207,0.03743224400203595,0.2652292455020811,9,30,0.5,80
73,0.22738654164028985,36.96134946504037,15.84830108509539,0.10650182933172672,0.09646383943747532,6.9576006489271e-4,0.05465063599284172,0.2423611194297641,9,30,0.5,80
74,0.03772964332243331,7.793960540552468,6.877053209700919,0.01535096369231087,0.18951654500114176,4.2252427814976e-4,0.01533950222449526,0.2205282243160855,9,30,0.5,80
75,0.02644336805802666,1.5787511649312824,1.5530012718591435,0.00418009159609112,0.06650031739959282,5.4830102986156e-4,0.01055473062985209,0.2260728969726289,9,30,0.5,80
76,0.01859792256117522,0.3237119496673203,0.34358324848492805,0.00202422859813242,0.01653264698483056,0.00228608699819723,0.01117105498854145,0.271717473334004,9,30,0.5,80
77,0.0716102600698538,0.07441675950392979,0.07714043449070382,0.0029501171105572,0.00488135122441963,0.02356205304335708,0.01406872463673048,0.6563430598633494,9,30,0.5,80
78,0.7971456536937657,0.17619223468125902,0.0348656167348647,0.01306783509917486,0.0020741634671052,0.28381123922532814,0.02724988830100999,4.088604938353569,9,30,0.5,80
79,6.269078726937317,14.912001849475498,0.4203405991437811,0.10782221951431066,0.00207698512457471,0.5392770192865209,0.07487213564010732,3.442709756750765,9,30,0.5,80
80,2.537855535856135,182.8238354922604,26.5864871802493,0.2993524793942905,0.01808771644297074,0.01031975945545926,0.08310364056982536,0.31866007477236813,9,30,0.5,80
81,0.1973835187505847,85.25376598075313,51.92277062039227,0.18102606431663903,0.21765236191509643,4.9101550680381e-4,0.01224167300979007,0.2148211519255792,9,30,0.5,80
82,0.01281345752148068,17.502441559503172,13.22033984076282,0.02119410200225769,0.17750017593635556,2.3908998127427e-4,0.00267206741173259,0.20627307808320733,9,30,0.5,80
83,0.00591587228115578,3.507003581286689,2.6703884963043336,0.00460095271825097,0.02821432740080147,2.2868221936537e-4,0.00191008118688709,0.2080543622784095,9,30,0.5,80
84,0.0012351557094802,0.7024065069500063,0.5366385529391426,0.0013911668885867,0.0056419016098189,4.3727116810709e-4,0.0017160012625686,0.21682812295366652,9,30,0.5,80
85,3.9016521793248e-4,0.1406279755046747,0.1074537624328524,8.3410836749672e-4,0.0012268523348334,0.00274274096042475,0.00171902046563845,0.269272060860005,9,30,0.5,80
86,0.00150018381056382,0.02824620128723825,0.02150316977783278,0.00173218290041565,2.9842898538796e-4,0.03477618629647074,0.00202707846187348,0.8193893827538232,9,30,0.5,80
87,0.06857228056756698,0.00756788845672489,0.00432463764860611,0.01010930212644349,1.3210971999692e-4,0.58447425262423,0.00462491579365503,8.027802107571416,9,30,0.5,80
88,6.6434236666824384,0.7722791696620019,0.00133464349278679,0.04001158799460357,6.592847385608215e-5,4.328623489293618,0.0124750254648998,45.26504144037488,9,30,0.5,80
89,3.3293527735720536,230.28075626051867,0.02900649693193152,0.3372653156090756,2.428737792366515e-5,0.06648594035992068,0.01600256039598218,0.47139936670202487,9,30,0.5,80
90,0.53386105291401,142.26994382499902,0.5517839975613901,0.30801647875859334,6.4409920200139e-4,4.9280605495007e-4,0.0273033823472204,0.2420488244244177,9,30,0.5,80
91,0.15383861624471848,30.777688393537534,3.132475610441328,0.03707134361964484,0.02469941463104591,2.4732442468749e-4,0.0832999878325078,0.27848832979722704,9,30,0.5,80
92,0.04892174196575516,6.267177225166171,3.012586084063911,0.00619031336361926,0.12514179847102477,2.0385493326738e-4,0.11500773158096564,0.26984011464097396,9,30,0.5,80
93,0.02675032976314031,1.26291823570262,1.235081460405233,0.00154201559490752,0.13826741253750346,2.2750897265687e-4,0.08850736022421347,0.258036657658456,9,30,0.5,80
94,0.00793479317561905,0.2546750971635775,0.40519976951493425,5.4190770402493e-4,0.07523849031812616,4.4909327454929e-4,0.1142153253647184,0.28214827801938536,9,30,0.5,80
95,0.00531443714405644,0.0514171213630822,0.10907066886911332,3.4215499040381e-4,0.04531167715788963,0.00229688400113397,0.2337841243726155,0.3893804232870453,9,30,0.5,80
96,0.01718353930744414,0.01094693549107295,0.03438759246069453,5.9481863066917e-4,0.02817443066602659,0.02598779155529792,0.6888716192599845,1.0273541825334789,9,30,0.5,80
97,0.7780066218593645,0.01193975785883257,0.04158959680354227,0.002842712962601,0.01985992144447369,0.4606071620840457,1.618922886978818,6.649980812030513,9,30,0.5,80
98,19.590819663346327,14.458507413201506,5.701480941086632,0.05608565299186643,0.0340074729960442,3.131153657427982,1.4340961551591145,21.52238393210804,9,30,0.5,80
99,1.1932510507207006,617.0098801568087,405.57498580458895,0.3624479220790329,0.22581398810218783,0.00776343495756328,0.05801731211137927,0.26474185723949545,9,30,0.5,80
100,0.1278659160840609,146.67959039585102,110.17441061325758,0.17481744906551588,0.38972105319028505,1.2765163995811e-4,4.828328549746e-4,0.201644750537924,9,30,0.5,80
101,0.01271369160018541,29.488570243445466,22.308443441631827,0.0129608421000796,0.0328813838696743,7.78062729018781e-5,2.6711242618406e-4,0.20155687384067603,9,30,0.5,80
102,0.00335407513898133,5.900771762457955,4.466889793956509,0.0025524757052624,0.00578826466177437,6.834100234050229e-5,2.0854604585642e-4,0.2020289613976019,9,30,0.5,80
103,4.4310977179971e-4,1.1803467877806055,0.8936600495156837,5.8867170939629e-4,0.00112673428534391,7.77186947534847e-5,1.8232137357937e-4,0.20320532308548345,9,30,0.5,80
104,1.1524191008598e-4,0.2360769617697479,0.17873976933564456,1.6695954748895e-4,2.2584059593319e-4,1.5015953782999e-4,1.6997134822727e-4,0.2067447164315236,9,30,0.5,80
105,2.323167688992612e-5,0.04721648668855867,0.03574838499069734,8.136540591248245e-5,4.6439302096521776e-5,8.3836396910274e-4,1.7020791050236e-4,0.2246329693855988,9,30,0.5,80
106,1.3922227848160955e-5,0.00944382080339993,0.00714969938429989,1.3354697067439e-4,1.0447985119697385e-5,0.01052120785405505,1.9858356696149e-4,0.4064775463719025,9,30,0.5,80
107,3.5915918184646e-4,0.0018912171535217,0.00142994766315557,0.00119985118067637,4.728810842345818e-6,0.24598627346800156,4.630590430041e-4,3.7581628893023855,9,30,0.5,80
108,0.09943795670134144,5.977649819827e-4,2.8609231009871e-4,0.00649078883246146,3.247336323363828e-6,5.484923322765438,0.00157664831329806,73.5999399430695,9,30,0.5,80
109,40.06755823724063,2.2716205670212064,6.886039243524501e-5,0.06922664943765251,1.483766156358728e-6,26.44176997104773,0.00348078418591658,275.21843449738645,9,30,0.5,80
110,5.19833377294431,1856.782959693977,0.00115153108910203,0.5099190370819273,2.55194076499147e-7,0.00755375707137017,0.00291355796893331,0.22669246394999343,9,30,0.5,80
111,0.4375890151678292,506.6679523496245,0.0045673559756494,0.2896277114136423,3.468170823181363e-6,5.2469817255663414e-5,0.00278066331805704,0.20710246497685372,9,30,0.5,80
112,0.02481223056931665,102.02122336203078,0.00426445048059629,0.01813636308538318,3.1381939421359506e-5,3.165306008335361e-5,0.00507989158971943,0.2126528449292148,9,30,0.5,80
113,0.02484939994308684,20.41205149536072,0.00132525257589703,0.00341727954459978,8.166247532916523e-5,2.726505171123623e-5,0.01898131770253442,0.2348158786101856,9,30,0.5,80
114,0.02975065720570145,4.084450064103136,0.00100759516115571,7.7017811762031e-4,1.2837023958228e-4,3.0396603933955283e-5,0.16294304175084215,0.38350643462818984,9,30,0.5,80
115,0.17772512376805044,0.8178486058037657,0.00910355995999017,2.3979397813898e-4,0.00111619873836491,5.978080997309753e-5,2.9946937832057414,2.0272595642773483,9,30,0.5,80
